wkt_geom	typ_budynku
MultiPolygon (((204261.79999999981373549 628205.46000000089406967, 204267.59999999962747097 628195.91999999992549419, 204269.55999999959021807 628195.86999999918043613, 204269.7099999999627471 628196.5, 204271.12000000011175871 628197.18999999947845936, 204270.30999999959021807 628198.66000000014901161, 204270.67999999970197678 628200.55000000074505806, 204281.94000000040978193 628206.91999999992549419, 204288.08000000007450581 628201.90000000037252903, 204270.66000000014901161 628192.03999999910593033, 204257.7099999999627471 628184.83999999985098839, 204254.87999999988824129 628189.91000000014901161, 204253.29999999981373549 628189.02999999932944775, 204250.49000000022351742 628193.49000000022351742, 204252.28000000026077032 628194.5, 204249.74000000022351742 628198.83000000007450581, 204261.79999999981373549 628205.46000000089406967)))	mieszkalne
MultiPolygon (((204426.95000000018626451 628201.25999999977648258, 204423.12999999988824129 628181.16000000014901161, 204412.44000000040978193 628183.25, 204414.16999999992549419 628191.89000000059604645, 204414.7099999999627471 628194.63000000081956387, 204416.44000000040978193 628203.27999999932944775, 204416.71999999973922968 628203.21000000089406967, 204426.95000000018626451 628201.25999999977648258)))	mieszkalne
MultiPolygon (((204451.23000000044703484 628175.64000000059604645, 204447.19000000040978193 628154.30000000074505806, 204436.33000000007450581 628156.48000000044703484, 204440.37999999988824129 628177.90000000037252903, 204451.23000000044703484 628175.64000000059604645)))	mieszkalne
MultiPolygon (((204419.30999999959021807 628006.72000000067055225, 204417.16999999992549419 627995.40000000037252903, 204407.05999999959021807 627997.25, 204409.2099999999627471 628008.58999999985098839, 204419.30999999959021807 628006.72000000067055225)))	mieszkalne
MultiPolygon (((204458.86000000033527613 628215.99000000022351742, 204455.08000000007450581 628196.06000000052154064, 204442.59999999962747097 628198.44999999925494194, 204446.58000000007450581 628218.44999999925494194, 204458.86000000033527613 628215.99000000022351742)))	mieszkalne
MultiPolygon (((204455.08000000007450581 628196.06000000052154064, 204451.23000000044703484 628175.64000000059604645, 204440.37999999988824129 628177.90000000037252903, 204439.07000000029802322 628178.17999999970197678, 204439.74000000022351742 628182.08999999985098839, 204442.59999999962747097 628198.44999999925494194, 204455.08000000007450581 628196.06000000052154064)))	mieszkalne
MultiPolygon (((204491.79999999981373549 628217.68999999947845936, 204488.96999999973922968 628202.36999999918043613, 204488.59999999962747097 628202.43999999947845936, 204476.5400000000372529 628204.63000000081956387, 204480.21999999973922968 628224.32000000029802322, 204493.96999999973922968 628221.75, 204492.9599999999627471 628218.59999999962747097, 204491.79999999981373549 628217.68999999947845936)))	mieszkalne
MultiPolygon (((204488.59999999962747097 628202.43999999947845936, 204484.74000000022351742 628182.65000000037252903, 204472.87000000011175871 628184.99000000022351742, 204476.5400000000372529 628204.63000000081956387, 204488.59999999962747097 628202.43999999947845936)))	mieszkalne
MultiPolygon (((204404.4599999999627471 628058.16999999992549419, 204412.12000000011175871 628056.72000000067055225, 204411.92999999970197678 628055.42999999970197678, 204411.20000000018626451 628050.67999999970197678, 204406.86000000033527613 628051.52999999932944775, 204388.55999999959021807 628055.14000000059604645, 204389.74000000022351742 628061.02999999932944775, 204396.42999999970197678 628059.72000000067055225, 204396.55999999959021807 628060.40000000037252903, 204404.58999999985098839 628058.85999999940395355, 204404.4599999999627471 628058.16999999992549419)))	mieszkalne
MultiPolygon (((204372.96999999973922968 628056.65000000037252903, 204376.03000000026077032 628051.27999999932944775, 204377.66999999992549419 628052.19999999925494194, 204380.20000000018626451 628047.52999999932944775, 204361.51999999955296516 628036.77999999932944775, 204358.58999999985098839 628042.53999999910593033, 204368.7099999999627471 628048.15000000037252903, 204362.58999999985098839 628059.16999999992549419, 204361.53000000026077032 628059.5, 204361.40000000037252903 628058.90000000037252903, 204352.41999999992549419 628053.89000000059604645, 204348.90000000037252903 628059.83000000007450581, 204350.45000000018626451 628060.75, 204352.94000000040978193 628062.36999999918043613, 204358.37000000011175871 628064.99000000022351742, 204358.67999999970197678 628065.13000000081956387, 204367.75 628061.59999999962747097, 204374.11000000033527613 628059.47000000067055225, 204372.96999999973922968 628056.65000000037252903)))	mieszkalne
MultiPolygon (((204378.58000000007450581 628039.09999999962747097, 204370.86000000033527613 628034.82000000029802322, 204370.54999999981373549 628035.39000000059604645, 204364.04999999981373549 628031.81000000052154064, 204361.51999999955296516 628036.77999999932944775, 204380.20000000018626451 628047.52999999932944775, 204383.19000000040978193 628049.22000000067055225, 204384 628042.02999999932944775, 204381.54999999981373549 628041.52999999932944775, 204378.28000000026077032 628039.66999999992549419, 204378.58000000007450581 628039.09999999962747097)))	mieszkalne
MultiPolygon (((204385.95000000018626451 628028.52999999932944775, 204386.62000000011175871 628022.85999999940395355, 204386.67999999970197678 628022.27999999932944775, 204375.46999999973922968 628016.03999999910593033, 204372.57000000029802322 628021.16999999992549419, 204372.21999999973922968 628021.76999999955296516, 204377.59999999962747097 628024.84999999962747097, 204378.00999999977648258 628024.16000000014901161, 204385.95000000018626451 628028.52999999932944775)))	mieszkalne
MultiPolygon (((204449.33000000007450581 627947.86999999918043613, 204443.15000000037252903 627936.86999999918043613, 204434.82000000029802322 627941.74000000022351742, 204434.48000000044703484 627944.38000000081956387, 204431.94000000040978193 627946.00999999977648258, 204436.4599999999627471 627955.32000000029802322, 204449.33000000007450581 627947.86999999918043613)))	mieszkalne
MultiPolygon (((204379.82000000029802322 628074.76999999955296516, 204381.04999999981373549 628063.5, 204385.16000000014901161 628060.67999999970197678, 204382.17999999970197678 628056.39000000059604645, 204375.5 628058.93999999947845936, 204373.37999999988824129 628076.46000000089406967, 204377.41999999992549419 628076.94999999925494194, 204378.2900000000372529 628077.06000000052154064, 204378.90000000037252903 628076.60999999940395355, 204379.20000000018626451 628074.73000000044703484, 204379.82000000029802322 628074.76999999955296516)))	mieszkalne
MultiPolygon (((204373.37999999988824129 628076.46000000089406967, 204375.5 628058.93999999947845936, 204374.11000000033527613 628059.47000000067055225, 204367.75 628061.59999999962747097, 204368.75 628064.03999999910593033, 204367.61000000033527613 628073.75, 204368.75 628073.88000000081956387, 204368.61000000033527613 628075.07000000029802322, 204370.76999999955296516 628077.44999999925494194, 204373.2099999999627471 628077.75, 204373.37999999988824129 628076.46000000089406967)))	mieszkalne
MultiPolygon (((204407.20000000018626451 628080.67999999970197678, 204408.70000000018626451 628067.38000000081956387, 204401.66999999992549419 628068.75, 204402.16000000014901161 628071.17999999970197678, 204401.17999999970197678 628079.83999999985098839, 204402.62999999988824129 628080.08000000007450581, 204407.20000000018626451 628080.67999999970197678)))	mieszkalne
MultiPolygon (((204419.04999999981373549 628085.47000000067055225, 204418.33000000007450581 628084.75, 204406.86000000033527613 628083.31000000052154064, 204405.15000000037252903 628096.41000000014901161, 204416.92999999970197678 628097.83999999985098839, 204417.62000000011175871 628092.09999999962747097, 204418.13999999966472387 628092.16999999992549419, 204419.04999999981373549 628085.47000000067055225)))	mieszkalne
MultiPolygon (((204388.7099999999627471 628030.43999999947845936, 204385.63999999966472387 628030.08999999985098839, 204384.5 628036.88000000081956387, 204406.96999999973922968 628032.59999999962747097, 204405.96999999973922968 628027.23000000044703484, 204388.7099999999627471 628030.43999999947845936)))	mieszkalne
MultiPolygon (((204463.12000000011175871 627939.90000000037252903, 204458.03000000026077032 627930.88000000081956387, 204454.62999999988824129 627932.74000000022351742, 204452.79999999981373549 627931.23000000044703484, 204443.15000000037252903 627936.86999999918043613, 204449.33000000007450581 627947.86999999918043613, 204463.12000000011175871 627939.90000000037252903)))	mieszkalne
MultiPolygon (((204406.86000000033527613 628051.52999999932944775, 204405.66999999992549419 628045.51999999955296516, 204384.01999999955296516 628049.66000000014901161, 204385.17999999970197678 628055.80000000074505806, 204388.55999999959021807 628055.14000000059604645, 204406.86000000033527613 628051.52999999932944775)))	mieszkalne
MultiPolygon (((204218 627775.25, 204202.17999999970197678 627762.91000000014901161, 204196.37000000011175871 627770.25999999977648258, 204195.53000000026077032 627771.33999999985098839, 204202.90000000037252903 627777.30000000074505806, 204202.87999999988824129 627778.52999999932944775, 204202.28000000026077032 627778.66000000014901161, 204197.09999999962747097 627784.91999999992549419, 204207.90000000037252903 627788.10999999940395355, 204208.83000000007450581 627786.91999999992549419, 204216.28000000026077032 627777.42999999970197678, 204218 627775.25)))	mieszkalne
MultiPolygon (((204388.57000000029802322 628022.41999999992549419, 204404.86000000033527613 628019.30000000074505806, 204404.66000000014901161 628018.08999999985098839, 204406.13999999966472387 628017.83999999985098839, 204407.48000000044703484 628015.03999999910593033, 204407.12999999988824129 628013.19999999925494194, 204387.42999999970197678 628016.91999999992549419, 204386.67999999970197678 628022.27999999932944775, 204386.62000000011175871 628022.85999999940395355, 204387.54999999981373549 628022.86999999918043613, 204387.55999999959021807 628022.32000000029802322, 204388.57000000029802322 628022.41999999992549419)))	mieszkalne
MultiPolygon (((204232.87999999988824129 627790.26999999955296516, 204216.28000000026077032 627777.42999999970197678, 204208.83000000007450581 627786.91999999992549419, 204221.29999999981373549 627797.10999999940395355, 204221.41999999992549419 627798.58999999985098839, 204220.67999999970197678 627798.67999999970197678, 204219.67999999970197678 627800.16000000014901161, 204218.9599999999627471 627799.66999999992549419, 204217.98000000044703484 627799.74000000022351742, 204213.08000000007450581 627806.23000000044703484, 204211.70000000018626451 627806.23000000044703484, 204202.9599999999627471 627802.41999999992549419, 204200.99000000022351742 627808.15000000037252903, 204210.87999999988824129 627812.40000000037252903, 204214.4599999999627471 627813.93999999947845936, 204223.50999999977648258 627802.26999999955296516, 204225.28000000026077032 627799.98000000044703484, 204232.36000000033527613 627790.88000000081956387, 204232.87999999988824129 627790.26999999955296516)))	mieszkalne
MultiPolygon (((204249.01999999955296516 627803.77999999932944775, 204232.36000000033527613 627790.88000000081956387, 204225.28000000026077032 627799.98000000044703484, 204242.00999999977648258 627812.89000000059604645, 204243.15000000037252903 627811.35999999940395355, 204249.01999999955296516 627803.77999999932944775)))	mieszkalne
MultiPolygon (((204729.44000000040978193 628165.27999999932944775, 204730.5 628153.26999999955296516, 204715.54999999981373549 628151.96000000089406967, 204714.5 628163.98000000044703484, 204720.71999999973922968 628164.50999999977648258, 204720.7900000000372529 628163.63000000081956387, 204723.49000000022351742 628163.85999999940395355, 204723.41000000014901161 628164.74000000022351742, 204729.44000000040978193 628165.27999999932944775)))	mieszkalne
MultiPolygon (((204261.82000000029802322 627821.33000000007450581, 204273.2099999999627471 627806.64000000059604645, 204270.26999999955296516 627803.83000000007450581, 204268.75 627802.66000000014901161, 204255.45000000018626451 627819.59999999962747097, 204260.21999999973922968 627823.40000000037252903, 204261.82000000029802322 627821.33000000007450581)))	mieszkalne
MultiPolygon (((204248.12000000011175871 627814.96000000089406967, 204261.87000000011175871 627797.16000000014901161, 204260.16999999992549419 627795.97000000067055225, 204256.70000000018626451 627793.83000000007450581, 204251.62999999988824129 627800.41000000014901161, 204249.01999999955296516 627803.77999999932944775, 204243.15000000037252903 627811.35999999940395355, 204248.12000000011175871 627814.96000000089406967)))	mieszkalne
MultiPolygon (((204759.90000000037252903 628167.96000000089406967, 204760.95000000018626451 628155.94999999925494194, 204745.54999999981373549 628154.58999999985098839, 204744.5 628166.59999999962747097, 204750.78000000026077032 628167.14000000059604645, 204750.86000000033527613 628166.25999999977648258, 204753.54999999981373549 628166.55000000074505806, 204753.49000000022351742 628167.36999999918043613, 204759.90000000037252903 628167.96000000089406967)))	mieszkalne
MultiPolygon (((204744.5 628166.59999999962747097, 204745.54999999981373549 628154.58999999985098839, 204730.5 628153.26999999955296516, 204729.44000000040978193 628165.27999999932944775, 204735.88999999966472387 628165.83999999985098839, 204735.9599999999627471 628164.89000000059604645, 204738.63999999966472387 628165.11999999918043613, 204738.57000000029802322 628166.06000000052154064, 204744.5 628166.59999999962747097)))	mieszkalne
MultiPolygon (((204725.75 628204.08999999985098839, 204726.91999999992549419 628192.13000000081956387, 204711.96999999973922968 628190.76999999955296516, 204710.80999999959021807 628202.75, 204717.0400000000372529 628203.32000000029802322, 204717.12000000011175871 628202.47000000067055225, 204719.79999999981373549 628202.69999999925494194, 204719.71999999973922968 628203.56000000052154064, 204725.75 628204.08999999985098839)))	mieszkalne
MultiPolygon (((204756.21999999973922968 628206.83999999985098839, 204757.2900000000372529 628194.84999999962747097, 204741.99000000022351742 628193.47000000067055225, 204740.80999999959021807 628205.44999999925494194, 204747.13999999966472387 628206, 204747.2099999999627471 628205.13000000081956387, 204749.91999999992549419 628205.36999999918043613, 204749.83999999985098839 628206.23000000044703484, 204756.21999999973922968 628206.83999999985098839)))	mieszkalne
MultiPolygon (((204714.5 628163.98000000044703484, 204715.54999999981373549 628151.96000000089406967, 204700.33000000007450581 628150.61999999918043613, 204699.26999999955296516 628162.64000000059604645, 204705.75999999977648258 628163.19999999925494194, 204705.84999999962747097 628162.25999999977648258, 204708.51999999955296516 628162.51999999955296516, 204708.44000000040978193 628163.43999999947845936, 204714.5 628163.98000000044703484)))	mieszkalne
MultiPolygon (((204740.80999999959021807 628205.44999999925494194, 204741.99000000022351742 628193.47000000067055225, 204726.91999999992549419 628192.13000000081956387, 204725.75 628204.08999999985098839, 204732.21999999973922968 628204.66999999992549419, 204732.29999999981373549 628203.78999999910593033, 204735 628204.07000000029802322, 204734.92999999970197678 628204.91999999992549419, 204740.80999999959021807 628205.44999999925494194)))	mieszkalne
MultiPolygon (((204710.80999999959021807 628202.75, 204711.96999999973922968 628190.76999999955296516, 204696.62000000011175871 628189.41999999992549419, 204695.55999999959021807 628201.38000000081956387, 204702.09999999962747097 628201.98000000044703484, 204702.17999999970197678 628201.02999999932944775, 204704.88999999966472387 628201.34999999962747097, 204704.80999999959021807 628202.22000000067055225, 204710.80999999959021807 628202.75)))	mieszkalne
MultiPolygon (((204675.0400000000372529 628185.84999999962747097, 204675.7900000000372529 628177.32000000029802322, 204662.66999999992549419 628176.07000000029802322, 204661.98000000044703484 628184.31000000052154064, 204660.66999999992549419 628184.25, 204660.25 628187.46000000089406967, 204659.91999999992549419 628188.96000000089406967, 204661.51999999955296516 628189.10999999940395355, 204660.9599999999627471 628194.68999999947845936, 204674.12999999988824129 628195.94999999925494194, 204674.66999999992549419 628189.96000000089406967, 204673.92999999970197678 628189.90000000037252903, 204674.29999999981373549 628185.77999999932944775, 204675.0400000000372529 628185.84999999962747097)))	mieszkalne
MultiPolygon (((204674.12999999988824129 628195.94999999925494194, 204660.9599999999627471 628194.68999999947845936, 204660.45000000018626451 628200.76999999955296516, 204659.16000000014901161 628200.66999999992549419, 204658.73000000044703484 628203.83000000007450581, 204658.45000000018626451 628205.33000000007450581, 204660.00999999977648258 628205.49000000022351742, 204659.44000000040978193 628211.19999999925494194, 204672.66000000014901161 628212.47000000067055225, 204673.2099999999627471 628206.38000000081956387, 204672.4599999999627471 628206.31000000052154064, 204672.83999999985098839 628202.15000000037252903, 204673.58000000007450581 628202.21000000089406967, 204674.12999999988824129 628195.94999999925494194)))	mieszkalne
MultiPolygon (((204557.25 627740.24000000022351742, 204554.40000000037252903 627738.50999999977648258, 204551.0400000000372529 627743.33000000007450581, 204556.83000000007450581 627746.58999999985098839, 204558.50999999977648258 627747.52999999932944775, 204563.67999999970197678 627745.55000000074505806, 204564.34999999962747097 627745.31000000052154064, 204562.0400000000372529 627739.24000000022351742, 204559.69000000040978193 627740.08000000007450581, 204557.25 627740.24000000022351742)))	mieszkalne
MultiPolygon (((204594.37999999988824129 627741.90000000037252903, 204595.29999999981373549 627739.83000000007450581, 204593.59999999962747097 627735, 204587 627737.33000000007450581, 204589.42999999970197678 627743.67999999970197678, 204594.37999999988824129 627741.90000000037252903)))	mieszkalne
MultiPolygon (((204554.86000000033527613 627737.84999999962747097, 204546.50999999977648258 627732.83999999985098839, 204546.87000000011175871 627732.66000000014901161, 204541.46999999973922968 627729.50999999977648258, 204537.80999999959021807 627735.89000000059604645, 204538.04999999981373549 627736.02999999932944775, 204551.0400000000372529 627743.33000000007450581, 204554.40000000037252903 627738.50999999977648258, 204554.86000000033527613 627737.84999999962747097)))	mieszkalne
MultiPolygon (((204593.59999999962747097 627735, 204591.91000000014901161 627730.57000000029802322, 204589.88999999966472387 627729.44999999925494194, 204584.91999999992549419 627731.18999999947845936, 204587 627737.33000000007450581, 204593.59999999962747097 627735)))	mieszkalne
MultiPolygon (((204750.87000000011175871 627802.33000000007450581, 204750.70000000018626451 627801.10999999940395355, 204758.33999999985098839 627800.02999999932944775, 204757.87000000011175871 627796.85999999940395355, 204757.12999999988824129 627789.42999999970197678, 204756.9599999999627471 627788.00999999977648258, 204745.42999999970197678 627789.77999999932944775, 204745.61000000033527613 627791.00999999977648258, 204731.94000000040978193 627793.11999999918043613, 204732.05999999959021807 627794.27999999932944775, 204718.2099999999627471 627796.31000000052154064, 204718.40000000037252903 627797.5, 204704.75999999977648258 627799.58999999985098839, 204704.90000000037252903 627800.77999999932944775, 204691.33000000007450581 627802.82000000029802322, 204691.45000000018626451 627804.03999999910593033, 204677.88999999966472387 627806.07000000029802322, 204678.2900000000372529 627808.46000000089406967, 204675.11000000033527613 627809, 204677.15000000037252903 627819.50999999977648258, 204683.33999999985098839 627818.65000000037252903, 204683.17999999970197678 627817.60999999940395355, 204696.4599999999627471 627815.50999999977648258, 204696.23000000044703484 627814.28999999910593033, 204710 627812.16000000014901161, 204709.82000000029802322 627810.98000000044703484, 204723.41000000014901161 627808.91999999992549419, 204723.26999999955296516 627807.73000000044703484, 204737.11000000033527613 627805.60999999940395355, 204736.95000000018626451 627804.41000000014901161, 204750.87000000011175871 627802.33000000007450581)))	mieszkalne
MultiPolygon (((204496.91000000014901161 627880.26999999955296516, 204491.57000000029802322 627878.40000000037252903, 204491.90000000037252903 627877.50999999977648258, 204486.53000000026077032 627875.63000000081956387, 204486.34999999962747097 627876.15000000037252903, 204484.2099999999627471 627877.16000000014901161, 204483.74000000022351742 627876.99000000022351742, 204474.25999999977648258 627903.28999999910593033, 204474.73000000044703484 627903.46000000089406967, 204475.74000000022351742 627905.64000000059604645, 204475.55999999959021807 627906.10999999940395355, 204485.33999999985098839 627909.63000000081956387, 204485.69000000040978193 627908.64000000059604645, 204487.0400000000372529 627909.10999999940395355, 204491.87000000011175871 627894.99000000022351742, 204496.91000000014901161 627880.26999999955296516)))	mieszkalne
MultiPolygon (((204607.58000000007450581 627730.16999999992549419, 204601.63999999966472387 627712.76999999955296516, 204602.71999999973922968 627712.33000000007450581, 204600.83999999985098839 627707.15000000037252903, 204600.30999999959021807 627707.33999999985098839, 204590.04999999981373549 627710.83999999985098839, 204585.70000000018626451 627712.33999999985098839, 204587.71999999973922968 627718.15000000037252903, 204589.44000000040978193 627719.14000000059604645, 204592.87000000011175871 627728.74000000022351742, 204591.91000000014901161 627730.57000000029802322, 204593.59999999962747097 627735, 204607.58000000007450581 627730.16999999992549419)))	mieszkalne
MultiPolygon (((204521.80999999959021807 627781.72000000067055225, 204505 627771.94999999925494194, 204501.42999999970197678 627778.11999999918043613, 204502.07000000029802322 627778.58999999985098839, 204501.51999999955296516 627779.32000000029802322, 204501.87000000011175871 627779.66999999992549419, 204507.26999999955296516 627782.75999999977648258, 204506.91999999992549419 627783.38000000081956387, 204506.91999999992549419 627783.77999999932944775, 204510.17999999970197678 627786.06000000052154064, 204510.65000000037252903 627786.16000000014901161, 204511.58999999985098839 627784.44999999925494194, 204514.38999999966472387 627785.97000000067055225, 204515.66000000014901161 627787.55000000074505806, 204521.80999999959021807 627781.72000000067055225)))	mieszkalne
MultiPolygon (((204587.71999999973922968 627718.15000000037252903, 204585.70000000018626451 627712.33999999985098839, 204582.79999999981373549 627713.55000000074505806, 204579.0400000000372529 627714.89000000059604645, 204581.48000000044703484 627721.08000000007450581, 204586.33000000007450581 627719.35999999940395355, 204587.71999999973922968 627718.15000000037252903)))	mieszkalne
MultiPolygon (((204606.42999999970197678 627762.41000000014901161, 204604.09999999962747097 627756.01999999955296516, 204601.4599999999627471 627757.50999999977648258, 204588.16000000014901161 627761.99000000022351742, 204590.34999999962747097 627767.99000000022351742, 204606.42999999970197678 627762.41000000014901161)))	mieszkalne
MultiPolygon (((204582.79999999981373549 627713.55000000074505806, 204580.94000000040978193 627708.16000000014901161, 204581.08000000007450581 627707.90000000037252903, 204580.33999999985098839 627707.48000000044703484, 204562.99000000022351742 627713.58999999985098839, 204560.96999999973922968 627713.63000000081956387, 204560.96999999973922968 627713.90000000037252903, 204560.98000000044703484 627721.31000000052154064, 204579.0400000000372529 627714.89000000059604645, 204582.79999999981373549 627713.55000000074505806)))	mieszkalne
MultiPolygon (((204476.32000000029802322 627832.98000000044703484, 204511.21999999973922968 627820.18999999947845936, 204507.2900000000372529 627809.25999999977648258, 204505.7099999999627471 627804.82000000029802322, 204503.62000000011175871 627798.92999999970197678, 204504.92999999970197678 627797.67999999970197678, 204502.65000000037252903 627795.92999999970197678, 204504.58000000007450581 627792.53999999910593033, 204503.62000000011175871 627791.91999999992549419, 204495.08000000007450581 627786.57000000029802322, 204481.0400000000372529 627778.80000000074505806, 204462.12999999988824129 627811.44999999925494194, 204466.67999999970197678 627816.71000000089406967, 204464.75 627817.99000000022351742, 204471.26999999955296516 627827.58999999985098839, 204473.4599999999627471 627826.69999999925494194, 204476.32000000029802322 627832.98000000044703484),(204484.91000000014901161 627815, 204483.95000000018626451 627812.41999999992549419, 204484.17999999970197678 627811.24000000022351742, 204484.50999999977648258 627811.09999999962747097, 204484.25 627810.50999999977648258, 204483.86000000033527613 627810.05000000074505806, 204481.76999999955296516 627809.88000000081956387, 204481.04999999981373549 627807.85999999940395355, 204483.53000000026077032 627803.58999999985098839, 204485.25999999977648258 627804.49000000022351742, 204488.0400000000372529 627799.63000000081956387, 204487.45000000018626451 627799.30000000074505806, 204492.00999999977648258 627791.32000000029802322, 204499.98000000044703484 627796.14000000059604645, 204498.28000000026077032 627798.93999999947845936, 204501.21999999973922968 627806.86999999918043613, 204495.62000000011175871 627808.92999999970197678, 204489.42999999970197678 627811.17999999970197678, 204488.88999999966472387 627812.11999999918043613, 204489.33999999985098839 627813.42999999970197678, 204484.91000000014901161 627815)))	mieszkalne
MultiPolygon (((204627.83999999985098839 627853.30000000074505806, 204625.71999999973922968 627847.15000000037252903, 204609.07000000029802322 627852.83000000007450581, 204611.08000000007450581 627858.49000000022351742, 204611.25 627858.88000000081956387, 204611.66999999992549419 627858.75, 204611.5400000000372529 627858.36999999918043613, 204618.03000000026077032 627856.35999999940395355, 204618.33999999985098839 627857.41000000014901161, 204622.26999999955296516 627856.17999999970197678, 204621.9599999999627471 627855.24000000022351742, 204627.83999999985098839 627853.30000000074505806)))	mieszkalne
MultiPolygon (((204628.04999999981373549 627871.42999999970197678, 204626.83999999985098839 627870.25, 204626.38999999966472387 627870.03999999910593033, 204626.88999999966472387 627869.02999999932944775, 204626.58999999985098839 627867.94999999925494194, 204619.20000000018626451 627864.43999999947845936, 204614.2099999999627471 627866.14000000059604645, 204615.73000000044703484 627870.5, 204626.29999999981373549 627875.58000000007450581, 204628.04999999981373549 627871.42999999970197678)))	mieszkalne
MultiPolygon (((204625.67999999970197678 627777.30000000074505806, 204616.34999999962747097 627752.40000000037252903, 204604.09999999962747097 627756.01999999955296516, 204606.42999999970197678 627762.41000000014901161, 204609.58000000007450581 627771.05000000074505806, 204593.54999999981373549 627776.78999999910593033, 204597.95000000018626451 627789.10999999940395355, 204624.12000000011175871 627779.64000000059604645, 204625.67999999970197678 627777.30000000074505806)))	mieszkalne
MultiPolygon (((204609.07000000029802322 627852.83000000007450581, 204625.71999999973922968 627847.15000000037252903, 204628.01999999955296516 627846.41999999992549419, 204625.94000000040978193 627840, 204611.53000000026077032 627845.28999999910593033, 204609.61000000033527613 627840.11999999918043613, 204609 627840.08000000007450581, 204608.99000000022351742 627837.48000000044703484, 204604.09999999962747097 627839.31000000052154064, 204609.07000000029802322 627852.83000000007450581)))	mieszkalne
MultiPolygon (((204567.33999999985098839 627853.82000000029802322, 204579.01999999955296516 627849.48000000044703484, 204578.70000000018626451 627848.69999999925494194, 204581.2900000000372529 627847.73000000044703484, 204581.59999999962747097 627848.52999999932944775, 204587.62999999988824129 627846.28999999910593033, 204583.48000000044703484 627835.16000000014901161, 204512.20000000018626451 627860.59999999962747097, 204516.25 627871.65000000037252903, 204522.37000000011175871 627869.57000000029802322, 204522.08000000007450581 627868.73000000044703484, 204524.5 627867.93999999947845936, 204524.73000000044703484 627868.67999999970197678, 204536.57000000029802322 627864.50999999977648258, 204536.33999999985098839 627863.73000000044703484, 204538.80999999959021807 627862.89000000059604645, 204539.03000000026077032 627863.64000000059604645, 204551.08000000007450581 627859.48000000044703484, 204550.75 627858.50999999977648258, 204553.13999999966472387 627857.66999999992549419, 204553.42999999970197678 627858.23000000044703484, 204555.0400000000372529 627857.66999999992549419, 204555.25999999977648258 627858.08999999985098839, 204564.91000000014901161 627854.63000000081956387, 204564.58999999985098839 627853.85999999940395355, 204566.98000000044703484 627852.94999999925494194, 204567.33999999985098839 627853.82000000029802322)))	mieszkalne
MultiPolygon (((204249.46999999973922968 627720.36999999918043613, 204239.2900000000372529 627712.53999999910593033, 204239.44000000040978193 627710.92999999970197678, 204238.07000000029802322 627710.67999999970197678, 204235.09999999962747097 627708.40000000037252903, 204234.58000000007450581 627709.06000000052154064, 204226.65000000037252903 627719.35999999940395355, 204246.51999999955296516 627734.73000000044703484, 204254.71999999973922968 627723.86999999918043613, 204252.24000000022351742 627722, 204250.84999999962747097 627719.96000000089406967, 204249.46999999973922968 627720.36999999918043613)))	mieszkalne
MultiPolygon (((204528.80999999959021807 627721.27999999932944775, 204568.66999999992549419 627653.00999999977648258, 204571.91999999992549419 627654.96000000089406967, 204570.76999999955296516 627656.93999999947845936, 204587.50999999977648258 627705.52999999932944775, 204588.2099999999627471 627705.28999999910593033, 204590.04999999981373549 627710.83999999985098839, 204600.30999999959021807 627707.33999999985098839, 204598.12999999988824129 627701.76999999955296516, 204598.76999999955296516 627701.53999999910593033, 204579.25999999977648258 627645.43999999947845936, 204576.00999999977648258 627643.58000000007450581, 204576.15000000037252903 627643.35999999940395355, 204566.57000000029802322 627637.84999999962747097, 204566.44000000040978193 627638.07000000029802322, 204563.2900000000372529 627636.25999999977648258, 204555.84999999962747097 627649.21000000089406967, 204556.33000000007450581 627649.47000000067055225, 204518.36000000033527613 627715.25999999977648258, 204518.95000000018626451 627715.58999999985098839, 204516.05999999959021807 627720.64000000059604645, 204515 627720.02999999932944775, 204503.40000000037252903 627740.08999999985098839, 204503.62999999988824129 627740.22000000067055225, 204502.26999999955296516 627742.58000000007450581, 204502.12999999988824129 627742.47000000067055225, 204490.01999999955296516 627763.24000000022351742, 204501.70000000018626451 627770.02999999932944775, 204513.61000000033527613 627748.92999999970197678, 204512.16999999992549419 627748.17999999970197678, 204525.2099999999627471 627725.91999999992549419, 204524.71999999973922968 627725.60999999940395355, 204527.65000000037252903 627720.59999999962747097, 204528.80999999959021807 627721.27999999932944775)))	mieszkalne
